receiver_account,receiver_name,country,risk_rating
B002869,Gayathri Bumb,Singapore,High
B002870,Onkar Roy,India,High
B002871,Nitara Johal,UK,Low
B002872,Nihal Borra,UK,High
B002873,Jagat Chauhan,UAE,High
B002874,Gauri Pandit,USA,Medium
B002875,Ridhi Hayer,India,Medium
B002876,Krisha Sagar,UK,High
B002877,Amaira Lalla,Singapore,Medium
B002878,Darsh Chandra,UAE,Medium
B002879,Aayush Sarna,USA,Medium
B002880,Balhaar Anne,USA,Medium
B002881,Karan Kothari,Singapore,Medium
B002882,Oeshi Kakar,USA,Low
B002883,Anthony Tella,Singapore,Medium
B002884,Panini Anne,USA,High
B002885,Eta Vala,Singapore,High
B002886,Qadim Mand,UK,Low
B002887,Aarush Pal,UAE,Medium
B002888,Bahadurjit Boase,India,Medium
B002889,Nitesh Manne,USA,Medium
B002890,Yochana Bhalla,UK,Low
B002891,Matthew Deshmukh,UAE,Low
B002892,Orinder Sarkar,UK,High
B002893,Krishna Varughese,Singapore,Low
B002894,Abhiram Chand,UK,Medium
B002895,Frederick Rai,USA,Low
B002896,Vincent Dutta,UAE,Low
B002897,Ishwar Golla,UAE,Low
B002898,Harshil Patla,Singapore,High
B002899,Hamsini Arora,Singapore,Medium
B002900,Wridesh Bobal,USA,Medium
B002901,Samarth Chokshi,India,High
B002902,Yashodhara Bobal,Singapore,High
B002903,Ladli Sampath,UAE,High
B002904,Harinakshi Raman,UAE,Medium
B002905,Ekaraj Choudhury,UAE,Low
B002906,Upadhriti Pandey,UK,Low
B002907,Vansha Dugar,UAE,High
B002908,Damyanti Kurian,UAE,Medium
B002909,Zehaan Varughese,USA,Medium
B002910,Pahal Balan,USA,Medium
B002911,Yutika Parsa,Singapore,Low
B002912,Krish Handa,Singapore,Medium
B002913,Zaid Gupta,Singapore,Medium
B002914,Damini Ramachandran,UAE,Medium
B002915,Ishwar Bhargava,Singapore,High
B002916,Faqid Roy,Singapore,High
B002917,Advik Badal,Singapore,Medium
B002918,Chaitaly Palan,Singapore,Medium
B002919,Zayyan Shere,USA,Medium
B002920,Laban Sawhney,UK,Low
B002921,Diya Ratta,UK,Low
B002922,Urvi Gill,UK,Medium
B002923,Noah Bhatnagar,UAE,Medium
B002924,Lakshit Varghese,Singapore,Low
B002925,Mekhala Tripathi,UAE,Low
B002926,Arin Kashyap,Singapore,Medium
B002927,Odika Yohannan,Singapore,Low
B002928,Netra Jhaveri,Singapore,Medium
B002929,Girindra Kata,UK,Medium
B002930,Lavanya Kanda,USA,High
B002931,Isaac Om,UAE,Low
B002932,Damini Anne,USA,High
B002933,Ekansh Khalsa,UK,Medium
B002934,Geetika Sanghvi,India,Low
B002935,Arunima Thaman,UAE,Low
B002936,Leena Brahmbhatt,Singapore,High
B002937,Gaurang Mohanty,UK,High
B002938,Udarsh Pandit,USA,Medium
B002939,Falan Uppal,India,High
B002940,Anirudh Dutta,UK,High
B002941,Noah Dube,UK,Low
B002942,Arunima Lad,Singapore,High
B002943,Chandresh Pant,USA,Medium
B002944,Lohit Kale,India,Low
B002945,Bina Bhargava,India,High
B002946,Jagrati Uppal,Singapore,Medium
B002947,Lekha Nanda,USA,Medium
B002948,Zilmil Datta,UK,Medium
B002949,Agastya Dhawan,India,Medium
B002950,Nitesh Deshpande,UAE,High
B002951,Simon Krishna,India,Medium
B002952,Qasim Date,UK,Low
B002953,Elijah Dixit,UAE,High
B002954,Simon Rout,Singapore,High
B002955,Mahika Loke,UAE,High
B002956,Wyatt Mishra,India,Medium
B002957,Theodore Chander,UAE,Medium
B002958,Nicholas Hari,USA,High
B002959,Tejas Jhaveri,Singapore,High
B002960,Samarth Sur,USA,Medium
B002961,Theodore Walia,India,Low
B002962,Dalaja Bala,India,High
B002963,Aarini Walia,Singapore,Medium
B002964,Aryan Shan,UK,High
B002965,Amruta Bhatt,UAE,Low
B002966,Ekta Sengupta,Singapore,Medium
B002967,Forum Nagar,UAE,Medium
B002968,Reva Kata,Singapore,Medium
B002969,Kevin Buch,UAE,High
B002970,Elijah Hari,Singapore,Medium
B002971,Vedant Sangha,USA,High
B002972,Jeevika Lata,India,Low
B002973,Geetika Deo,India,High
B002974,Amol Ramanathan,UK,Medium
B002975,Urvi Barad,UK,Medium
B002976,Jason Chhabra,India,High
B002977,Vasana Dyal,India,High
B002978,Joshua Sha,Singapore,Low
B002979,Urvi Shah,USA,Medium
B002980,Lajita Anne,India,High
B002981,Kashvi Choudhry,Singapore,High
B002982,Rehaan Palan,UK,Medium
B002983,Laban Yadav,USA,Medium
B002984,Faqid Acharya,India,High
B002985,Charles Malhotra,India,High
B002986,Tristan Bhatti,India,High
B002987,Harish Nadig,India,High
B002988,Rajata Nair,UAE,High
B002989,Nandini Lad,India,High
B002990,Manthan Chada,UK,High
B002991,Sanaya Chana,UAE,Low
B002992,Ekantika Mutti,UK,Medium
B002993,Ikshita Dyal,UK,Medium
B002994,Sarthak Varkey,UAE,High
B002995,Faris Dayal,Singapore,Low
B002996,Barkha Saraf,UAE,High
B002997,Ishani Kannan,USA,Medium
B002998,Nimrat Dara,UK,High
B002999,Hema Raman,UK,Low
B003000,Tripti Dyal,UK,High
